timestamp,month,day,external-temperature,longitude,latitude,altitude,id
2010-03-06 01:00:54,3,6,7.0,-111.3999667995046,57.371726200471024,310.47,original
2010-03-06 22:00:47,3,6,11.0,-111.39806920060332,57.36830250072453,311.19,original
2010-03-08 10:00:44,3,8,3.0,-111.39494330057796,57.37276740082312,315.78,original
2010-03-08 16:00:50,3,8,4.0,-111.39250940022168,57.37398700126492,306.01,original
2010-03-09 01:00:54,3,9,4.0,-111.38734829939618,57.374363500712526,367.03,original
2010-03-09 04:00:43,3,9,2.0,-111.38672859986409,57.37432090063849,322.57,original
2010-03-09 13:00:50,3,9,-2.0,-111.38737530040402,57.3742364011367,332.16,original
2010-03-10 10:00:54,3,10,3.0,-111.38944779928605,57.37374500043231,317.33,original
2010-03-11 10:01:47,3,11,0.0,-111.3903118995117,57.37372920097909,312.51,original
2010-03-12 19:00:42,3,12,10.0,-111.39270960027838,57.372438400974666,320.24,original
2010-03-13 01:00:50,3,13,7.0,-111.39306600037764,57.372041000402085,322.46,original
2010-03-13 13:00:43,3,13,3.0,-111.39263939986397,57.37207000081758,316.83,original
2010-03-13 19:00:14,3,13,8.0,-111.39363249960635,57.371781801168495,304.13,original
2010-03-13 22:00:54,3,13,9.0,-111.3938910995399,57.37216030057024,311.57,original
2010-03-15 04:00:50,3,15,6.0,-111.39393660053872,57.37267970047933,292.36,original
2010-03-15 07:00:54,3,15,4.0,-111.3930164001141,57.37233030042434,320.83,original
2010-03-15 10:00:56,3,15,3.0,-111.39330150054327,57.371934301148194,318.19,original
2010-03-15 19:00:47,3,15,9.0,-111.39460189941866,57.37235980111165,311.6,original
2010-03-15 22:01:11,3,15,13.0,-111.39459139950198,57.37281690100532,322.94,original
2010-03-16 04:00:26,3,16,6.0,-111.39487990064714,57.373555000830095,328.5,original
2010-03-16 10:00:44,3,16,4.0,-111.39417929999134,57.373569200684095,332.23,original
2010-03-17 04:00:47,3,17,7.0,-111.39449000019668,57.37406270094157,304.17,original
2010-03-17 10:00:44,3,17,5.0,-111.39448230066348,57.37366190096985,307.81,original
2010-03-17 16:00:43,3,17,0.0,-111.39522769932996,57.37437230054647,310.6,original
2010-03-17 19:00:42,3,17,1.0,-111.3945965994986,57.37453150074968,314.68,original
2010-03-18 10:00:44,3,18,-3.0,-111.39442299950365,57.374622201049455,318.9,original
2010-03-18 13:00:43,3,18,-5.0,-111.39442010058224,57.3743631006888,325.5,original
2010-03-18 16:00:53,3,18,-3.0,-111.39555149964929,57.37437160101175,304.71,original
2010-03-18 19:00:42,3,18,-2.0,-111.3962422004458,57.37473490096978,308.49,original
2010-03-18 22:00:48,3,18,-2.0,-111.3957445998401,57.37537620077724,312.64,original
2010-03-19 07:00:25,3,19,-13.0,-111.39489139918028,57.37465900088645,313.9,original
2010-03-19 19:00:47,3,19,0.0,-111.39621060020544,57.37479090094365,306.88,original
2010-03-19 22:01:19,3,19,4.0,-111.3954739997494,57.37522360080028,302.15,original
2010-03-20 01:00:53,3,20,4.0,-111.3951741008087,57.3747337009678,307.39,original
2010-03-20 10:00:44,3,20,0.0,-111.39506189925775,57.37412720115721,330.44,original
2010-03-20 13:00:44,3,20,0.0,-111.39473150070184,57.37405030127581,314.56,original
2010-03-21 01:00:42,3,21,1.0,-111.39273110004358,57.3735161010153,313.46,original
2010-03-21 10:00:55,3,21,-7.0,-111.39330470078008,57.37388240074431,320.59,original
2010-03-21 19:00:44,3,21,-7.0,-111.39316779929766,57.37338810086214,314.27,original
2010-03-21 22:00:49,3,21,-5.0,-111.3929400003902,57.37382780038369,303.11,original
